,index,Texto,Texto limpio,Categoría
4743,4775,"Ofrece Alan Mozo una disculpa a su club, compañeros y afición | #Video
https://t.co/K5Rtwsenz2 https://t.co/HlxGJh2W7Q",importas celos saben,Noticia
4744,2497,"Investigadores de Brasil reportan decepcionante eficacia de 50.4% de vacuna Sinovac de China
https://t.co/f23DKUGWAv https://t.co/Cijftoru9F",universidades país suman esfuerzos proceso vacunación méxico,Noticia
4745,3314,Coincide Dresser con INE en suspender transmisión de la mañanera; es muy restrictiva nuestra democracia: Berman https://t.co/Z7Bfxqq07w https://t.co/9u6pBd5x7X,conoce bien sabe hola diferente,Noticia
4746,4902,"-A mí no me gusta el fútbol.
Se hizo el silencio.
-¿Y qué haces entonces?
-Leo- dijo con timidez.
Todos rieron convencidos de que era una broma.",gusta fútbol hizo silencio haces entonces leo dijo timidez rieron convencidos broma,Microficción
4747,5238,"-¿Y usted a dónde va?
-Donde me lleven, no tengo prisa.
-Es que depende de la línea…
-La que tenga más aventuras – respondió con una sonrisa Stan Lee.
#Tweetporviaje",usted dónde va lleven prisa depende línea aventuras respondió sonrisa stan lee tweetporviaje,Microficción
4748,3380,"Bélgica cierra su frontera al turismo de la UE hasta marzo, aunque permitirá viajes ""esenciales""
https://t.co/CN4FNni8e8 https://t.co/QbyhFXe1jq",quizás lloro duele quizás digo siento quizás demuestro importa,Noticia
4749,1138,"""Nunca sabrás lo fuerte que eres, hasta que ser fuerte sea la única opción que tengas.""",afirma amlo méxico actuará manera arbitraria tema caravana migrante,Frase/Pensamiento
4750,231,"Lo que es para tí, nadie te lo quita.",aristeguienvivo méxico ninguna investigación cienfuegos evidencias solicitaron méxico necesita respetar sistema justicia eeuu caso mancha negra sistema jurídico méxico vigil,Frase/Pensamiento
4751,250,"No necesitas demasiadas personas para ser feliz, tan sólo a las personas reales que te aprecian por lo que eres.",presidente fuerza enfrentar ejército sabinaberman,Frase/Pensamiento
4752,4302,Anota en la agenda: 10 efemérides literarias de 2021 https://t.co/7WoWtr7JdE https://t.co/vmeqbNK2I6,pasado aprender repetir,Noticia
4753,4026,"Tras asalto a capitolio, Guardia Nacional desplegará 15 mil elementos en toma de posesión de Biden
https://t.co/PN5GqnmTda https://t.co/ksTtwc8Rgs",existe mejor calmante abrazo,Noticia
4754,4487,"Con juicio político, Estados Unidos intenta vacunarse del virus Trump: Mesa de análisis https://t.co/l3TJ1yGswU https://t.co/O5Y7489CPq",jamás permitas miedos ocupen lugar sueños,Noticia
4755,5634,"Los acordes infernales de mi guitarra te hechizan, y a mí tu mirada. No necesitamos palabras para saber que tendrás pase VIP para los camerinos tras el concierto. Lo que no sabes es que, tras hacer el amor, me alimentaré con tu corazón. #asilooscuro",acordes infernales guitarra hechizan mirada necesitamos palabras saber pase vip camerinos tras concierto sabes tras hacer amor alimentaré corazón asilooscuro,Microficción
4756,4330,"Urge Banxico a tomar acciones para lograr la recuperación
https://t.co/BFr5DntQxS https://t.co/EqYXzRB6DR",seguro personas rotas aprenden querer forma sincera amor enseñó cualquiera,Noticia
4757,4357,Piden intervención de la ONU para que Fiscalía de Morelos transparente información sobre fosa https://t.co/p8oSNEMpyO https://t.co/1GslSktXsq,prefiero andar amigos locos amigos falsos,Noticia
4758,6786,"Siento tu mirada recorriendo mi cuerpo apenas entro a la cocina. Ni siquiera me das tiempo a sacar la harina. Otro día te vas sin desayunar, con la eterna promesa de probar mis hot cakes.",siento mirada recorriendo cuerpo apenas entro cocina siquiera das tiempo sacar harina día vas desayunar eterna promesa probar hot cakes,Microficción
4759,1341,"""Las cosas que hoy te lastiman, mañana te harán más fuerte.""",guardia nacional eu desplegará mil efectivos cercará capitolio,Frase/Pensamiento
4760,6536,El diablo recorría sus vastos dominios pisando a cada paso las cabezas quejumbrosas de políticos y banqueros que adoquinaban el camino.,diablo recorría vastos dominios pisando cada paso cabezas quejumbrosas políticos banqueros adoquinaban camino,Microficción
4761,1382,"""Cómo dejar de querer lo que empezaste a querer sin querer.""",titulares rebasa sedena gasto secretarías juntas alerta nuevos amagos fanáticos trump,Frase/Pensamiento
4762,6771,-Siempre estaremos juntos- le había jurado Luisito. Y él le creyó. Entonces aparecieron las niñas en su vida y dejaron de interesarle los amigos imaginarios. Desesperado se voló la cabeza dejando un reguero de sangre imaginaria que nadie vio.,siempre juntos jurado luisito creyó entonces aparecieron niñas vida dejaron interesarle amigos imaginarios desesperado voló cabeza dejando reguero sangre imaginaria nadie vio,Microficción
4763,2870,"Policías de EU dejan pasar a simpatizantes de Trump a explanada de Capitolio | #Videos
https://t.co/e1vPpc5ycJ https://t.co/7IvlBwnpfb",si mentalidad hoy cometido errores cometí mentalidad hoy gracias errores cometí ves errores sirven aprender si equivocas aprendes si aprendes simplemente creces,Noticia
4764,7573,"La sirena tenía en su colección centenares de mensajes en botellas. Su fascinación, fruto de la desesperación de los náufragos, era el museo más visitado del fondo marino. #monoficción",sirena colección centenares mensajes botellas fascinación fruto desesperación náufragos museo visitado fondo marino monoficción,Microficción
4765,3056,"YouTube bloquea a Trump por otra semana, ante preocupaciones por posible violencia
https://t.co/O1kl18Oivp https://t.co/bHeoctnBBo",acostumbres haga falta,Noticia
4766,6399,"APARIENCIAS. Rellenó la lujosa botella de vino con vino peleón y, cuando la sirvió en la cena se excusó diciendo que el vino estaba picado.",apariencias rellenó lujosa botella vino vino peleón sirvió cena excusó diciendo vino picado,Microficción
4767,5257,"@CajonRelatos -Amor, ¿cuál era la contraseña de tu celular?
Trato de ganar tiempo y grito un no te oigo mientras salgo enjabonado del baño con el corazón a mil. No, no soy infiel, pero no quisiera que vea los vídeos en los que salgo con los desaparecidos jugando con la muerte. #MismoFinal",cajonrelatos amor cuál contraseña celular trato ganar tiempo grito oigo mientras salgo enjabonado baño corazón mil infiel quisiera vea vídeos salgo desaparecidos jugando muerte mismofinal,Microficción
4768,1259,"""Una relación dura porque dos personas hacen una elección para mantenerla, pelear por ella y trabajar para ella.""",caso cienfuegos trump juicio político vez sigue repunte coivd19 caos metro temas importantes notas semana,Frase/Pensamiento
4769,1449,"""El sacrificio de hoy es el triunfo de mañana.""",alemania alarma amenaza negacionistas covid19,Frase/Pensamiento
4770,6314,"Cada noche la espiaba, viendo como se desnudaba frente a la ventana abierta. Ella fantaseaba con que su vecino subiera a verla. #jueverotic",cada noche espiaba viendo desnudaba frente ventana abierta fantaseaba vecino subiera verla jueverotic,Microficción
4771,6323,"Para los viajeros del Cuatro Vientos su hazaña no era suficientemente grande, necesitaba un halo de misterio. Acordaron aterrizar en México, vender el avión por piezas y vivir en el anonimato hasta su muerte para asegurarse un buen sitio en la historia. #asilooscuro @AsiloOscuro",viajeros cuatro vientos hazaña suficientemente grande necesitaba halo misterio acordaron aterrizar méxico vender avión piezas vivir anonimato muerte asegurarse buen sitio historia asilooscuro asilooscuro,Microficción
4772,3677,OMS espera que países más pobres tengan acceso a la vacuna de Pfizer muy pronto https://t.co/tPvdDSPnT8 https://t.co/JDJfFJh2JO,siempre sonríe así motivos juber rodríguez,Noticia
4773,825,Nunca olvides de ser feliz.,padre assange pide nueva zelanda ofrezca asilo hijo,Frase/Pensamiento
4774,3676,AMLO seguirá atendiendo asuntos públicos del país a distancia: Sánchez Cordero https://t.co/ManHs6M71W https://t.co/Yw786vPfjn,experiencias vividas jamás contadas sólo gozadas silencio guardadas,Noticia
4775,4453,"Medidas para ayudar a restaurantes, 'curita para un cáncer': Lopresti https://t.co/6ivNG2faXb https://t.co/thZy16qycV",amor miente gente amor va gente amor hará daño gente,Noticia
4776,7403,"@M_Floser Añadiría:
Cuentas que no tuitean
Cuentas que solo tuitean el café que se tomaron o similares

Resumido: Sigo cuentas que me aporten algo. Normalmente gente que escribe, no que publica que compres su libro y el de toda la retahila de ""escritores"" con los que comercia retuits.",m_floser añadiría cuentas tuitean cuentas solo tuitean café tomaron similares resumido sigo cuentas aporten normalmente gente escribe publica compres libro toda retahila escritores comercia retuits,Microficción
4777,6485,"Por favor que deje de llover, gimió la pequeña secuestrada. El aguacero cesó demasiado tarde",favor deje llover gimió pequeña secuestrada aguacero cesó demasiado tarde,Microficción
4778,3208,"Recuperan autoridades de la UNAM instalaciones de Preparatoria 7 tomada por embozados
https://t.co/TCz5o4WfGc https://t.co/se5m8XbBjx",realmente alguien quiere va aleja olvida,Noticia
4779,4790,"#LoMejordeAristeguienVivo | NSO Group desarrolló software para rastrear cadenas de contagios de Covid-19 | No se necesita consulta para legislar sobre aborto: diputada argentina | #Video
https://t.co/tOYFBSPlnf https://t.co/B0x8NRBW2z",recuerdos jamás podrás olvidar,Noticia
4780,3257,"Modernización del Metro no implicará aumento en la tarifa, afirma Sheinbaum
https://t.co/h5hQbNh5D2 https://t.co/RR4yw0D55K",si feliz persona incorrecta imagínate persona correcta,Noticia
4781,5118,¿Cómo no iba a estar enamorado si cada uno de los gestos cotidianos de ella eran una invitación a esa fuerte droga que es la alegría?,cómo iba enamorado si cada gestos cotidianos invitación fuerte droga alegría,Microficción
4782,2908,"OMS descarta inmunidad de rebaño en 2021, pese a vacunas
https://t.co/dAuEadIVx7 https://t.co/diLZceGcnI",personas tan solo verlas alegran día,Noticia
4783,6055,"Un cochecito de bebé cruzó la calle.Sólo una persona lo vio, el resto chateaba, y aprovechó para grabar el cruel desenlace. #Monoficción",cochecito bebé cruzó callesólo persona vio resto chateaba aprovechó grabar cruel desenlace monoficción,Microficción
4784,3044,Asalto a la democracia estadounidense | Videocaricatura https://t.co/p5ZSaNZ1tE https://t.co/umg376t3MO,pasado superado presente disfrutado,Noticia
4785,7197,@_Miss_Velvet_ Desgraciadamente...,_miss_velvet_ desgraciadamente,Microficción
4786,1120,"""Reír como si no hubiera mañana y amarnos como si fuera para siempre.""",oyendo inútil paquita barrio registra precandidata diputada,Frase/Pensamiento
4787,4576,"#PrimerosCapítulos | 'El talento de Mr. Ripley', un clásico de Patricia Highsmith https://t.co/Y72E1CrA53 https://t.co/IRvufM6abC",pequeñas casualidades cambian vida,Noticia
4788,6108,"-Solo fue un beso- se defendió.
Entonces supo que, pobre diablo, no sabía de amor.",solo beso defendió entonces supo pobre diablo sabía amor,Microficción
4789,439,"No hay que esperar que pase la tormenta, hay que aprender a bailar en la lluvia.",ultimahora muere covid19 productor phil spector cárcel california,Frase/Pensamiento
4790,4802,Clasifica Barcelona a la Final de la Supercopa de España | Video  https://t.co/R2YAKZUk5w https://t.co/DP9o2Tgimt,si realmente quieres hacer encontrarás manera si quieres encontrarás excusa,Noticia
4791,6524,"Psicópata.
Le prometió llenar los floreros con rosas pero, ¿humanas? 
#CuentosDe10",psicópata prometió llenar floreros rosas humanas cuentosde10,Microficción
4792,37,Es mentira. https://t.co/uryT0bIzvD,walmart confirma ofreció ayuda gobierno federal instalen módulos vacunación estacionamientos además brindar agua alimento acceso instalaciones ejército marina ubicaciones territorio,Frase/Pensamiento
4793,1804,"Valora lo que tienes, supera lo que te duele y lucha por lo que quieres.",mayores ganadores crisis mineras peñoles grupo méxico,Frase/Pensamiento
4794,2012,"Y limpiará Dios toda lágrima de los ojos de ellos; y la muerte no será más; y no habrá más llanto, ni clamor, ni dolor: porque las primeras cosas son pasadas. - Apocalipsis 21:4",anuncia saúl álvarez rival fecha lugar próximo combate video,Frase/Pensamiento
4795,1425,"De mis celos aprendí, que me sobra imaginación.",cómo evitar depresión fin año escucha consejos neuropsiquiatra,Frase/Pensamiento
4796,5783,La gata miraba atentamente el rincón vacío de la habitación. Le resultaba asqueroso ver a esa pareja de humanos copulando. #Apartirde10palabras,gata miraba atentamente rincón vacío habitación resultaba asqueroso ver pareja humanos copulando apartirde10palabras,Microficción
4797,5360,"Lo llamaban el banco del tiempo por el hombre que durante 60 años acudió allí cada tarde, sin importar que lloviera o hiciera calor. Con una sonrisa amarga y un ramo de flores esperaba que un día ella cambiara de opinión y volviera. #LocosInfinitos",llamaban banco tiempo hombre años acudió allí cada tarde importar lloviera hiciera calor sonrisa amarga ramo flores esperaba día cambiara opinión volviera locosinfinitos,Microficción
4798,5233,El olor a carne quemada inundaba toda la calle y el miedo se fue apoderando de mí según me acercaba a mi destino al comprobar que emanaba de allí. Se tomaban muy en serio lo satánico… Nunca llegué a entrar en esa iglesia #mismofinal,olor carne quemada inundaba toda calle miedo apoderando según acercaba destino comprobar emanaba allí tomaban serio satánico nunca llegué entrar iglesia mismofinal,Microficción
4799,6437,"Se sentó al piano y sorprendió a todo el bar con una exquisita melodía. Horas después, ya sobrio, fue incapaz de tocar el cumpleaños feliz.",sentó piano sorprendió bar exquisita melodía horas después sobrio incapaz tocar cumpleaños feliz,Microficción
4800,5052,No le hizo falta sacar la navaja ni amenazarla. Sólo con la manera de caminar y los tatuajes de sus brazos robó su corazón. #MTintaChida,hizo falta sacar navaja amenazarla sólo manera caminar tatuajes brazos robó corazón mtintachida,Microficción
4801,4611,Eduardo España se confiesa en Un Momento de Teatro (parte 1) https://t.co/n3fqm8M4c3 https://t.co/3HZwxv1Uy6,busca verdad corre riesgo encontrarla,Noticia
4802,1532,"""A veces no hay próxima vez, a veces no hay segundas oportunidades, a veces es ahora o nunca.""",ser asunto internacional manejaré forma acuerdo fiscalía autónoma involucrada asunto corresponde derechos humanos presunción inocencia,Frase/Pensamiento
4803,1437,"Perdón por ser fiel, entregar todo de mí, quererte como a nadie, hablar de ti con todos y pensarte tanto; no fue mi intención quererte así.",oms espera países pobres acceso vacuna pfizer pronto,Frase/Pensamiento
4804,3411,"Covid-19 en México: 128 mil 822 muertes y 68 mil 767 casos activos | Gráficas
https://t.co/neci57DW6J https://t.co/xqlBkYNn9x",peor sentimiento fingir importa realidad único piensas,Noticia
4805,807,"""Ver fotos antiguas y pensar en como las cosas han cambiado""",violencia capitolio representa unidos joe biden,Frase/Pensamiento
4806,2200,Hala madrid! 3-1!!!!!,anota chucky golazo victoria napoli,Frase/Pensamiento
4807,4084,"#Titulares🇲🇽 | Tres líneas del Metro, sin fecha para operar; prevé Banxico crecer hasta 5.3% con vacuna https://t.co/5FOHqpUJNf https://t.co/hKlmeRjoNN",veo hablo llamo escribo cómo pienso,Noticia
4808,1926,"""Si alguien te quiere en su vida, te pone allí. No deberás esta peleando por un puesto""",trump biden harán campaña georgia cruciales elecciones senado,Frase/Pensamiento
4809,1081,"""Nacimos para ser felices, no para ser perfectos.""",carta saben dónde mamá,Frase/Pensamiento
4810,5414,"Por supuesto que hubo gente que dijo que era mentira, que los zombies eran un invento del Gobierno para acabar con la democracia, para controlarnos… Los muertos nunca fueron el mayor enemigo de la sociedad. Sin duda alguna, fue la estupidez.

#NaNoTribuMx #MicroNaNo #Preptubre",supuesto gente dijo mentira zombies invento gobierno acabar democracia controlarnos muertos nunca mayor enemigo sociedad duda alguna estupidez nanotribumx micronano preptubre,Microficción
4811,7143,"@anavelasquez93 La policía, que piensa muy mal de todos...",anavelasquez93 policía piensa mal,Microficción
4812,1785,"""No cualquiera merece tus lágrimas y quien las merece no te hará llorar.""",aristeguienvivo necesitan dos tercios senado destituir presidente caso posible trump presidencia entonces demócratas buscan sentar precedente marcar fuertemente trump pizarro,Frase/Pensamiento
4813,3398,#AristeguiEnVivo | La FGR publicó 119 archivos en PDF con toda la indagatoria sobre Salvador Cienfuegos y el equipo de Aristegui Noticias se dio a la tarea de exponerlo en un mapa interactivo para que puedas consultarlo 👉 https://t.co/qaN82oiTOZ https://t.co/Ldt6Sg56ZU,juzgues decisiones conocer razones,Noticia
4814,1912,"""En los pequeños detalles se conocen a las grandes personas.""",secretario hacienda critica polémica reforma ley banxico,Frase/Pensamiento
4815,1828,"Se pelean, Se ríen, Se odian, Se quiere, Se contentan... ¿Sabes por qué? Porque se mueren el uno por el otro.",primerasplanas republicanos dan espalda trump reino unido punto colapso hospitalario,Frase/Pensamiento
4816,1311,"Sería perfecto despertar y verte ahí, a mi lado.",coloca méxico mil mdd mercados asia europa,Frase/Pensamiento
4817,3806,"Peso supera los 20 por dólar ante avance de coronavirus; bolsa gana en sesión volátil
https://t.co/nhE722qhsD https://t.co/u4s34PsViQ",busques momento perfecto sólo busca momento hazlo perfecto,Noticia
4818,5533,"-¡Calla!
-¿Qué?
-Alguien nos sigue.
-No es posible.
-Habla más bajo.
Temblaban juntos, bajo un sauce. 10 minutos después todo seguía igual.
-Ya se fue.
-¿Quién?
-La soledad.
#cuentosin
(Sin la letra R)",calla alguien sigue posible habla bajo temblaban juntos bajo sauce minutos después seguía igual quién soledad cuentosin letra r,Microficción
4819,3718,Investigan a Luis Videgaray; AMLO y los monopolios | #ColumnasPolíticas de este lunes https://t.co/VjjeuzKIzP https://t.co/jrUvQ3FU8q,lobo siempre malo si sólo escuchamos caperucita,Noticia
4820,1076,Vivimos en un mundo donde los animales son mejores amigos que las personas.,garantizada aplicación segunda dosis pfizer pese reducción embarques lópezgatell,Frase/Pensamiento
4821,2806,"Defiende AMLO a Bartlett: 'No es con él, es conmigo'
https://t.co/M1omZoQu89 https://t.co/hoWelcXgWO",entiendo bien río divierto fondo siento vacío desaparece aunque riendo carcajadas,Noticia
4822,406,Ser sensible no significa ser débil.,gobierno cdmx recibe donativo equipo protección médica seúl,Frase/Pensamiento
4823,1167,"Si Dios es todo lo que tienes, Entonces tienes todo que necesitas.",suspenden feria san marcos covid19 video,Frase/Pensamiento
4824,3213,"Detienen a dos mujeres por alterar escena del asesinato de Aristóteles Sandoval
https://t.co/CFfJvuBQ2y https://t.co/nmhNJP0Ji2",recuerda mamá única va celebrar logros tener envidia,Noticia
4825,3796,Registra primera quincena de enero una inflación de 3.33% https://t.co/0cH1ndSJwS https://t.co/8TqvG7kIAm,amor hecho aquellas personas cansan intentarlo,Noticia
4826,6629,"Su robusta armadura resistía cualquier golpe, pero no su sonrisa.",robusta armadura resistía cualquier golpe sonrisa,Microficción
4827,926,"""No llores por el pasado, se ha ido. No te estreses por el futuro, no ha llegado. Vive en el presente y hazlo hermoso.""",reportan muertes covid19 revisa aquí cifras municipio,Frase/Pensamiento
4828,1087,"El amor no es tener novio, ni besar, ni tener sexo...El amor es amar, cuidar, respetar, confiar y dedicar tiempo.",acercan mil muertes covid19 méxico mil nuevos contagios gráfica,Frase/Pensamiento
4829,4678,AMLO 'coincide' con Biden y el plan de vacunación de México | #ColumnasPolíticas de este jueves https://t.co/JlfmbFn6D6 https://t.co/6CbBhyZABN,frente adversidad dignidad debe ser único puede perderse,Noticia
4830,5700,Escribí un martes. Como tenía un cuervo de Game of thrones la carta llegó el día anterior.,escribí martes cuervo game of thrones carta llegó día anterior,Microficción
4831,5129,"-Cuelga tú.
-No, tú primero.
-Los dos a la vez.
-Va. 1, 2 y 3...
-No has colgado.
-Tú tampoco.

#Monoficción",cuelga primero dos vez va colgado tampoco monoficción,Microficción
4832,456,"""Dame un buen motivo y te juro que me arriesgo.""",expertos oms llegan wuhan investigar origen covid dos quedan retenidos singapur,Frase/Pensamiento
4833,1708,"""Tu decides quien eres, no la sociedad.""",pandemia llaman apoyar empresas trabajadores entérate,Frase/Pensamiento
4834,4024,"#LoMejordeAristeguenVivo | Solicitarán fianza para Assange en Reino Unido | Corte podría eliminar impuesto a productos de higiene femenina: Tagle | #Video
https://t.co/WrwcBf6XmT https://t.co/dUuiVmOCfX",veces sonrisa mejor regalo pueden dar arreglar día,Noticia
4835,551,"""Te mereces lo mejor y lo más sano que existe, no te conformes con tan poco.""",videos aristegui vivo vistos,Frase/Pensamiento
4836,4932,"@CajonRelatos El lugar en el que había vivido toda mi vida se había convertido en una trampa mortal. Tuve que escapar a la fuerza, arrastrándome por un estrecho pasadizo. En mi agonía sentí unas manos enormes tirando de mí. Sentí que me cortaron y me dieron una nalgada. Y respiré. #MismoFinal",cajonrelatos lugar vivido toda vida convertido trampa mortal escapar fuerza arrastrándome estrecho pasadizo agonía sentí unas manos enormes tirando sentí cortaron dieron nalgada respiré mismofinal,Microficción
4837,7780,"Pasa a ver el relato de terror que escribí para participar en el concurso ""La Cabra Negra y Sus Mil Relatos"". Si te gusta Lovecraft te recomiendo que pases a verlo, si no... también :)

https://t.co/Qcw3zYnpCV",pasa ver relato terror escribí participar concurso cabra negra mil relatos si gusta lovecraft recomiendo pases verlo si,Microficción
4838,7428,"@GraceBorrello @CajonRelatos @Con_5_Palabras @SimplyAnael @minirp_ @AsiloOscuro @AliciaAdam16 @danielcollazosb @365Microcuentos @MaruBV13 miércoles @RMonociclo  #monoficcion
Viernes #Panicosiniestro @_Obscuros",graceborrello cajonrelatos con_5_palabras simplyanael minirp_ asilooscuro aliciaadam16 danielcollazosb 365microcuentos marubv13 miércoles rmonociclo monoficcion viernes panicosiniestro _obscuros,Microficción
4839,325,“Ojalá que lo que estés buscando valga más que lo que estas perdiendo.”,abre ventana canta tarde vi llovercomo homenaje manzanero hoy pm,Frase/Pensamiento
4840,2722,"#AristeguiEnVivo | ¿Qué se sabe del hombre con cuernos tatuado que participó ayer en los eventos del Capitolio? La periodista Ana Laura Pérez, Gerente digital del diario 'El País' en Uruguay, nos cuenta todo sobre este personaje https://t.co/81uEggTqIT https://t.co/mWnmCFD8nb",así vida veces sonrisas veces lágrimas,Noticia
4841,960,"""Ella se fue esperando que él la detuviera. 
Él la dejó ir esperando que ella regresara.""",aristeguienvivo momento exigir estrategia vacunación eficiente transparente suficiente aplicando menos millón dosis diarias cumplir fechas anunciadas calendario denisedresserg,Frase/Pensamiento
4842,5210,Desesperado de inyectó la vacuna contra las matemáticas para poder mantener una mentalidad positiva y poder imaginar que podía tener un futuro a tu lado. #locosinfinitos,desesperado inyectó vacuna matemáticas poder mantener mentalidad positiva poder imaginar podía tener futuro lado locosinfinitos,Microficción
4843,3859,Detalla Moctezuma Barragán protocolo para clases presenciales https://t.co/kkLLb8hsjp https://t.co/uRM4krHanu,tomes vida tan serio corre baila grita disfruta final nadie saldrá vivo,Noticia
4844,2678,"Exigen justicia para Gala, activista trans asesinada en Morelos
https://t.co/KEtmDGmI5L https://t.co/bldxoPU3aW",alejas nunca hace bien llena ganas amor vuelves nunca vas,Noticia
4845,5370,"-Hay que pensar en otro sitio donde deshacernos de los cadáveres....
-¿Y eso?
-Han puesto un cartel prohibiéndolo.
-Maldita sea... Justo esta noche toca matanza.
-Pues ya tenemos en qué ocupar la tarde.",pensar sitio deshacernos cadáveres puesto cartel prohibiéndolo maldita justo noche toca matanza pues ocupar tarde,Microficción
4846,2596,"EU destinará 4 mil millones de dólares en apoyo a Honduras, El Salvador y Guatemala: AMLO | Video https://t.co/p6yUr5NnGL https://t.co/ACmTJYcHHd",enfrentan bancos medidas populistas fitch,Noticia
4847,581,"Llegas a un punto en dónde no pides nada más que te quieran de manera honesta. Ya no te ilusionas con aquellas cosas bonitas, si no con palabras sinceras.",puebla alerta riesgo máximo alza contagios covid19 video,Frase/Pensamiento
4848,2284,¿A quién se le ocurre pensar que Salgado Macedonio es un candidato idóneo?: Anabel Hernández https://t.co/aMf30qaxeQ https://t.co/IUTpiTKsUh,pfizer finaliza incorporación niños estudio vacuna anticovid,Noticia
4849,5658,Ejercía su papel de juez con dureza. Ella siempre era culpable. ¿la pena?: la petite mort. #jueverotic,ejercía papel juez dureza siempre culpable pena petite mort jueverotic,Microficción
4850,6373,"@herrera_fk @megustaescribir @RMonociclo @vivilumo @LinaOM2205 @MelMeliMeluzka @atlantisrach @JJ_Kastle @CajonRelatos @365Microcuentos @quementari @M_Floser @DavidYanes79 @_Obscuros @ventanainfinita SIGLO XXI
¿Graduado?Trabaja por un salario ridículo con un horario abusivo, compra casa, gasta, haz una familia, compra cosas vanas, gasta más; hola crisis, adiós trabajo, llora una vida frustrada, acaba sin casa y suplicando ayuda a políticos corruptos.",herrera_fk megustaescribir rmonociclo vivilumo linaom2205 melmelimeluzka atlantisrach jj_kastle cajonrelatos 365microcuentos quementari m_floser davidyanes79 _obscuros ventanainfinita siglo xxi graduadotrabaja salario ridículo horario abusivo compra casa gasta haz familia compra cosas vanas gasta hola crisis adiós trabajo llora vida frustrada acaba casa suplicando ayuda políticos corruptos,Microficción
4851,1150,"""No importa lo que pase, te prometí estar siempre y aquí estoy, aunque no me hables ni yo a ti.""",cancela pga américa torneo trump national golf bedminster tuit,Frase/Pensamiento
4852,3648,"‘La pandemia renovó la cultura de la sospecha, la servidumbre y la docilidad’: Marina Garcés https://t.co/ZYYvYvd3Qt https://t.co/gSEiGHSmWJ",pocas personas saben realmente resto hable quiera,Noticia
4853,7442,"-Quiero un café solo.
Y el camarero, mago en sus ratos libres, lo envió con una taza al desierto de El Gobi.",quiero café solo camarero mago ratos libres envió taza desierto gobi,Microficción
4854,6602,"Su voracidad era tal que, sin darse cuenta, al acabar la torta cubana le faltaban las yemas de tres dedos.",voracidad tal darse cuenta acabar torta cubana faltaban yemas tres dedos,Microficción
4855,969,"""Por más consejos que existan, hay lecciones de la vida que sólo entenderemos a base de golpes y tropiezos.""",oms incluye vacuna pfizer biontech lista uso emergencia,Frase/Pensamiento
4856,3015,"Por estudiar y conservar la biodiversidad de México, celebramos Día del Biólogo I #Video
https://t.co/k6K7XJLOb8 https://t.co/N5uiwkm0Ae",realmente amas alguien aun si millón razones irte todavía buscas quedarte,Noticia
4857,6734,El indicio innegable de que aún dormía era que la mañana no brillaba todavía. #juevesconcuento https://t.co/8ZR3v2vDTb,indicio innegable aún dormía mañana brillaba todavía juevesconcuento,Microficción
4858,7181,-Esto es muy importante-le dije a mi joven yo.-Aléjate del señor que te da caramelos y quiere que conozcas a su perrito. #historiaslocasmge,importantele dije joven yoaléjate señor da caramelos quiere conozcas perrito historiaslocasmge,Microficción
4859,5347,"-¡Silencio! – gritó el mudo.
Y entonces el ciego lo vio todo claro.",silencio gritó mudo entonces ciego vio claro,Microficción
4860,1549,Ignorando no se olvida.,vida mariposas niñonautas kirén miret,Frase/Pensamiento
4861,3678,"Putin y Biden hablan por teléfono tras acuerdo para extender tratado de control de armamento
https://t.co/jXxb6emwWi https://t.co/w8SBGtk2Cf",después lluvia arcoíris después tormenta calma después final nuevo comienzo,Noticia
4862,4787,'Grandes jugadores como Messi siempre estarán en la lista del PSG': Leonardo https://t.co/gUjZZ9SpJX https://t.co/zkmpbICqCV,ríete ódiame habla mal después revienta verme feliz,Noticia
4863,6562,"El último día.
-Mamá, ¿Qué es eso rojo? - preguntó el niño apuntando al cielo.
#historiaslocasmge",último día mamá rojo preguntó niño apuntando cielo historiaslocasmge,Microficción
4864,245,A veces hay que aceptar que algunas cosas nunca van a volver a ser como eran antes.,biden revoca veto prohibía personas transgénero sirvieran ejército,Frase/Pensamiento
4865,1313,“Dios les da las batallas mas difíciles a los mejores soldados.”,amlo encuentra bien síntomas ligeros plena recuperación,Frase/Pensamiento
4866,3525,FGR envió solicitudes de información a 9 países por caso Odebrecht; 7 no han respondido https://t.co/4R1DQ5zlh0 https://t.co/AHb4bdYrNK,vuelves frío personas empiezan valorar,Noticia
4867,333,"01 Noviembre

Nuevo mes, nuevo día, nueva fecha, nuevo capítulo, nueva página y nuevos deseos.

Que continuemos plenos en salud, con ganas de sonreírle a la vida pase lo que pase.

Bienvenido noviembre, ¡Sorprendeme!",justo necesario existan mañaneras podamos replicar amlo,Frase/Pensamiento
4868,3848,"¿Qué pasó con la youtuber Sandy Aguilera?
https://t.co/0ZlsupWNMY https://t.co/eklwRBnMNR",sonríe hoy día excelente orgulloso,Noticia
4869,1461,"""Definitivamente la solución a todo es dormir.""",fiestas clandestinas recibir francia españa video,Frase/Pensamiento
4870,672,"""A veces no hay próxima vez, no hay segundas oportunidades, a veces es ahora o nunca.""",youtuber registra precandidato diputado federal morena,Frase/Pensamiento
